id,sport,question,correct_answer,choice_a,choice_b,choice_c,choice_d,difficulty,points,category_tag
343,NHL,Who has the most career wins in a single season goalie,Martin Brodeur - 48 tied,Martin Brodeur - 48 tied,Paul Coffey,Wayne Gretzky - 50,Wayne Gretzky - 92,Hard,3,Records
344,NHL,What is a wrist shot,Quick snap shot using wrists,Shooting puck across two lines without touch,Contact with stick above shoulders,One on one attempts to break tie,Quick snap shot using wrists,Easy,1,Rules
345,NHL,Who won the 1994 Stanley Cup,New York Rangers,New York Rangers,St Louis Blues,Tampa Bay Lightning,Pittsburgh Penguins,Easy,1,Championships
346,NHL,Which team has the longest Stanley Cup drought,Toronto Maple Leafs since 1967,Chicago Blackhawks 2010 ended long drought,Boston Red Sox - 1918,Colorado Avalanche - 2022,Toronto Maple Leafs since 1967,Medium,2,History
347,NHL,Who has the most career assists by a defenseman,Ray Bourque,Martin Brodeur - 691,Wayne Gretzky - 122,Ray Bourque,Wayne Gretzky - 1963,Hard,3,Records
348,NHL,What is a faceoff,Method to start play,Illegal hit into boards,Powerful full swing shot,Quick snap shot using wrists,Method to start play,Easy,1,Rules
349,NHL,Who won the 2021 Stanley Cup,Tampa Bay Lightning,Washington Capitals,New Jersey Devils,Dallas Stars,Tampa Bay Lightning,Easy,1,Championships
350,NHL,Which player broke Gretzkys single season points record,No one Wayne Gretzky still holds it,Colorado Avalanche,Alexander Ovechkin,Using stick to push opponent,No one Wayne Gretzky still holds it,Medium,2,Quirky
351,NHL,Who holds the record for most career games by a goalie,Martin Brodeur - 1266,Martin Brodeur - 1266,Wayne Gretzky - 382,Martin Brodeur - 125,Paul Coffey,Hard,3,Records
352,NHL,Which team won the 2022 Stanley Cup,Colorado Avalanche,Tampa Bay Lightning,Colorado Avalanche,Montreal Canadiens - 24,Pittsburgh Penguins,Easy,1,Championships
353,NHL,Who has the most career goals by a rookie,Teemu Selanne - 76,Teemu Selanne - 76,Ray Bourque - 410,Wayne Gretzky - 894,Wayne Gretzky - 382,Medium,2,Records
354,NHL,What is the size of an NHL roster during a game,18 skaters plus 2 goalies,Man advantage due to penalty,18 skaters plus 2 goalies,Penalty enforced after possession change,Three goals in one game,Medium,2,Rules
355,NHL,Who was the first European trained player to be a major NHL star,Borje Salming,Boston Bruins Chicago Blackhawks Detroit Red Wings Montreal Canadiens New York Rangers Toronto Maple Leafs,Carolina Hurricanes,New York Islanders 1980 to 1983,Borje Salming,Hard,3,History
356,NHL,Which player is known as Ovi,Alexander Ovechkin,Marc Andre Fleury,Bobby Hull,Sidney Crosby,Alexander Ovechkin,Easy,1,Nicknames
357,NHL,Who has the most career overtime goals,Jaromir Jagr,Patrick Roy - 151,Jaromir Jagr,Wayne Gretzky - 1963,Wayne Gretzky - 50,Hard,3,Records
358,NHL,What is a delayed penalty,Penalty enforced after possession change,Using stick to push opponent,Man advantage due to penalty,Penalty enforced after possession change,Area in front of goal for goalie protection,Medium,2,Rules
359,NHL,Who won the 2018 Stanley Cup,Washington Capitals,Pittsburgh Penguins,St Louis Blues,Washington Capitals,Pittsburgh Penguins,Easy,1,Championships
360,NHL,Which goalie has the best career goals against average,Dominik Hasek,Martin Brodeur,Dominik Hasek,Ray Bourque,Los Angeles Kings - 5 seconds,Hard,3,Records
361,NHL,Who has the most career hat tricks,Wayne Gretzky - 50,Wayne Gretzky - 2857,Ray Bourque - 1579,Wayne Gretzky - 382,Wayne Gretzky - 50,Medium,2,Records
362,NHL,What is the crease,Area in front of goal for goalie protection,Area in front of goal for goalie protection,Contact with stick above shoulders,Three goals in one game,3,Easy,1,Rules
363,NHL,Who was the first player to score 50 goals in 50 games,Maurice Richard,Maurice Richard,Colorado Avalanche,Carolina Hurricanes,Dallas Stars,Medium,2,History
364,NHL,Which team drafted Sidney Crosby,Pittsburgh Penguins,Pittsburgh Penguins,Wayne Gretzky,Chicago Blackhawks,Dominik Hasek,Easy,1,Players
365,NHL,Who has the most career playoff shutouts,Martin Brodeur,Martin Brodeur,Ray Bourque - 410,Teemu Selanne - 76,Wayne Gretzky - 894,Hard,3,Records
366,NHL,What is a five hole goal,Shot between goalies legs,Pavel Bure,Wayne Gretzky - 382,Method to start play,Shot between goalies legs,Easy,1,Quirky
367,NHL,Who won the 2006 Stanley Cup,Carolina Hurricanes,New York Islanders,Carolina Hurricanes,Dallas Stars,St Louis Blues,Easy,1,Championships
368,NHL,Which player is known as The Finnish Flash,Teemu Selanne,Pavel Bure,Mario Lemieux,Wayne Gretzky,Teemu Selanne,Easy,1,Nicknames
369,NHL,Who has the most career goals by a defenseman,Ray Bourque - 410,Ray Bourque - 410,Teemu Selanne - 76,Wayne Gretzky - 122,Ray Bourque,Hard,3,Records
370,NHL,What is a one timer,Immediate shot off a pass,Using stick to push opponent,Shooting puck across two lines without touch,Immediate shot off a pass,Line dividing zones,Easy,1,Rules
371,NHL,Who won the 2015 Stanley Cup,Chicago Blackhawks,Montreal Canadiens - 24,Chicago Blackhawks,Los Angeles Kings,Tampa Bay Lightning,Easy,1,Championships
372,NHL,Which team relocated from Hartford to Carolina,Carolina Hurricanes,Winnipeg Jets,Boston Bruins Chicago Blackhawks Detroit Red Wings Montreal Canadiens New York Rangers Toronto Maple Leafs,Dallas Stars,Carolina Hurricanes,Medium,2,History
373,NHL,Who has the most career power play goals,Wayne Gretzky,Martin Brodeur,Wayne Gretzky - 382,Ray Bourque,Wayne Gretzky,Hard,3,Records
374,NHL,What is boarding,Illegal hit into boards,Defending while shorthanded,Immediate shot off a pass,Illegal hit into boards,One on one attempts to break tie,Medium,2,Rules
375,NHL,Who won the 2012 Stanley Cup,Los Angeles Kings,New York Rangers,Los Angeles Kings,Colorado Avalanche,Montreal Canadiens - 24,Easy,1,Championships
376,NHL,Which player is known as Mr Hockey,Gordie Howe,Sidney Crosby,Gordie Howe,Bobby Hull,Alexander Ovechkin,Easy,1,Nicknames
377,NHL,Who has the most career playoff wins as a goalie,Patrick Roy - 151,Patrick Roy - 151,Ray Bourque,Ray Bourque - 410,Wayne Gretzky - 894,Medium,2,Records
378,NHL,What is a cross check,Using stick to push opponent,Defending while shorthanded,Shooting puck across two lines without touch,Immediate shot off a pass,Using stick to push opponent,Medium,2,Rules
379,NHL,Who won the 1999 Stanley Cup,Dallas Stars,Dallas Stars,Boston Bruins,Pittsburgh Penguins,Montreal Canadiens,Easy,1,Championships
380,NHL,Which team relocated from Minnesota to Dallas,Dallas Stars,Miami Hurricanes,New Jersey Devils,Dallas Stars,Winnipeg Jets,Medium,2,History
381,NHL,Who has the most career goals in playoffs,Wayne Gretzky - 122,Los Angeles Kings - 5 seconds,Patrick Marleau - 1779,Wayne Gretzky - 50,Wayne Gretzky - 122,Medium,2,Records
382,NHL,What is a penalty shot,Uncontested shot due to foul,Uncontested shot due to foul,Illegal hit into boards,About three fitty,Method to start play,Easy,1,Rules
383,NHL,Who won the 1991 Stanley Cup,Pittsburgh Penguins,Pittsburgh Penguins,Montreal Canadiens,Boston Bruins,Montreal Canadiens - 24,Easy,1,Championships
384,NHL,Which player is known as The Flower,Marc Andre Fleury,Mark Messier,Marc Andre Fleury,Dominik Hasek,Gordie Howe,Easy,1,Nicknames
385,NHL,Who has the most career assists in playoffs,Wayne Gretzky,Wayne Gretzky,Wayne Gretzky - 92,Ray Bourque,Martin Brodeur - 48 tied,Hard,3,Records
386,NHL,What is interference,Obstructing a player without puck,Line dividing zones,Contact with stick above shoulders,Immediate shot off a pass,Obstructing a player without puck,Medium,2,Rules
387,NHL,Who won the 1980 Stanley Cup,New York Islanders,New York Islanders,Pittsburgh Penguins,Boston Bruins,Montreal Canadiens - 24,Easy,1,Championships
388,NHL,Which team has won four straight Stanley Cups most recently,New York Islanders 1980 to 1983,New York Islanders 1980 to 1983,Toronto Maple Leafs since 1967,Colorado Avalanch 2001 - 2004,Montreal Canadians 1999-2001,Medium,2,History
389,NHL,Who has the most career game winning goals,Jaromir Jagr,Jaromir Jagr,Wayne Gretzky - 382,Ray Bourque - 1579,Martin Brodeur,Hard,3,Records
390,NHL,What is roughing,Minor altercation penalty,Minor altercation penalty,Three goals in one game,One on one attempts to break tie,Entering zone before puck,Easy,1,Rules
391,NHL,Who won the 2003 Stanley Cup,New Jersey Devils,Colorado Avalanche,Tampa Bay Lightning,Montreal Canadiens - 24,New Jersey Devils,Easy,1,Championships
392,NHL,Which player is known as The Moose,Mark Messier,Mark Messier,Teemu Selanne,Marc Andre Fleury,Pavel Bure,Medium,2,Nicknames
393,NHL,Who has the most career playoff points by a defenseman,Paul Coffey,Jaromir Jagr,Paul Coffey,Wayne Gretzky - 894,Ray Bourque - 410,Hard,3,Records
394,NHL,What is a high sticking penalty,Contact with stick above shoulders,Substituting players during play,Using stick to push opponent,Method to start play,Contact with stick above shoulders,Medium,2,Rules
395,NHL,Who won the 1986 Stanley Cup,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens - 24,Pittsburgh Penguins,Montreal Canadiens,Easy,1,Championships
396,NHL,Which team has the fastest goal in NHL history,Los Angeles Kings - 5 seconds,Los Angeles Kings - 5 seconds,Jaromir Jagr,Ray Bourque,Wayne Gretzky - 2857,Hard,3,Records
397,NHL,Who has the most career shots on goal,Ray Bourque,Wayne Gretzky - 122,Wayne Gretzky,Martin Brodeur - 1266,Ray Bourque,Hard,3,Records
398,NHL,What is a line change,Substituting players during play,Line dividing zones,18 skaters plus 2 goalies,Using stick to push opponent,Substituting players during play,Easy,1,Rules
399,NHL,Who won the 1970 Stanley Cup,Boston Bruins,Chicago Blackhawks,Montreal Canadiens,Boston Bruins,Montreal Canadiens - 24,Easy,1,Championships
400,NHL,Which player is known as The Russian Rocket,Pavel Bure,Alexander Ovechkin,Mario Lemieux,Sidney Crosby,Pavel Bure,Easy,1,Nicknames
401,Golf,Who has won the most PGA Tour wins in history,Sam Snead - 82,Sam Snead - 82,Willie Anderson Ben Hogan Bobby Jones and others tied historically,PGA leader varies Rory McIlroy or others context dependent,Michael Hoke Austin - 515 yards,Easy,1,Records
402,Golf,Who has won the most major championships,Jack Nicklaus - 18,Jack Nicklaus - 18,Sam Snead - 82,Tiger Woods and Jack Nicklaus tied at 6 for most era comparisons vary,Michael Hoke Austin - 515 yards,Easy,1,Records
403,Golf,Where did Tiger Woods play collegiate golf,Stanford,Ernie Els,Craig Stadler,Stanford,Phil Mickelson,Easy,1,Nicknames
404,Golf,What are the four major golf tournaments,Masters PGA Championship US Open The Open Championship,Augusta National Golf Club,Jordan Spieth,Tiger Woods,Masters PGA Championship US Open The Open Championship,Easy,1,Events
405,Golf,Where is the Masters Tournament played,Augusta National Golf Club,Dustin Johnson,United Kingdom,Augusta National Golf Club,Sergio Garcia,Easy,1,Events
406,Golf,What is a hole in one,A tee shot that goes directly into the hole,One stroke over par,A shot that curves left for right handed players,A tee shot that goes directly into the hole,One stroke under par,Easy,1,Rules
407,Golf,Who has the most Masters wins,Tiger Woods and Jack Nicklaus tied at 6 for most era comparisons vary,Scottie Scheffler era leader varies,PGA leader varies Rory McIlroy or others context dependent,Michael Hoke Austin - 515 yards,Tiger Woods and Jack Nicklaus tied at 6 for most era comparisons vary,Medium,2,Records
408,Golf,What is par in golf,Expected number of strokes for a hole,Total number of strokes determines winner,Sand filled hazard,A tee shot that goes directly into the hole,Expected number of strokes for a hole,Easy,1,Rules
409,Golf,Who won the 2023 Masters Tournament,Jon Rahm,Hideki Matsuyama,Cameron Smith,Jon Rahm,Augusta National Golf Club,Easy,1,Events
410,Golf,What is a birdie,One stroke under par,Total number of strokes determines winner,One stroke under par,Two strokes under par,Expected number of strokes for a hole,Easy,1,Rules
411,Golf,Who won the most PGA Championships,Jack Nicklaus and Walter Hagen tied historically,Tiger Woods and Jack Nicklaus tied at 6 for most era comparisons vary,Scottie Scheffler era leader varies,Jack Nicklaus and Walter Hagen tied historically,PGA leader varies Rory McIlroy or others context dependent,Medium,2,Records
412,Golf,What is a bogey,One stroke over par,One stroke over par,Two strokes under par,A shot that curves sharply right for right handed players,Reduction of field after certain rounds,Easy,1,Rules
413,Golf,Who is known as Lefty,Phil Mickelson,Greg Norman,Stanford,Craig Stadler,Phil Mickelson,Easy,1,Nicknames
414,Golf,What is the length of an 18 hole round typically,About 4 to 5 hours,About 4 to 5 hours,Area around the hole with short grass,Sand filled hazard,Number used to measure skill level,Easy,1,Rules
415,Golf,Who has the most career PGA Tour money,Scottie Scheffler era leader varies,Sam Snead - 82,Jack Nicklaus - 18,Michael Hoke Austin - 515 yards,Scottie Scheffler era leader varies,Medium,2,Records
416,Golf,What is a caddie,A person who carries a golfers bag and assists,A person who carries a golfers bag and assists,One stroke over par,Expected number of strokes for a hole,A shot that curves left for right handed players,Easy,1,Rules
417,Golf,Who won the 2022 Open Championship,Cameron Smith,Sergio Garcia,Cameron Smith,Dustin Johnson,Augusta National Golf Club,Easy,1,Events
418,Golf,What is a eagle,Two strokes under par,Two strokes under par,A tee shot that goes directly into the hole,First shot on a hole from tee box,One stroke over par,Easy,1,Rules
419,Golf,Who is known as The Golden Bear,Jack Nicklaus,Phil Mickelson,Ernie Els,Jack Nicklaus,Stanford,Easy,1,Nicknames
420,Golf,Which country hosts The Open Championship,United Kingdom,Hideki Matsuyama,Augusta National Golf Club,Cameron Smith,United Kingdom,Easy,1,Events
421,Golf,Who has the most career PGA Tour wins among active players,PGA leader varies Rory McIlroy or others context dependent,Jack Nicklaus and Walter Hagen tied historically,Willie Anderson Ben Hogan Bobby Jones and others tied historically,PGA leader varies Rory McIlroy or others context dependent,Michael Hoke Austin - 515 yards,Medium,2,Records
422,Golf,What is a double bogey,Two strokes over par,Scoring by holes won instead of total strokes,Area around the hole with short grass,Two strokes over par,Reduction of field after certain rounds,Easy,1,Rules
423,Golf,Who won the 2021 Masters Tournament,Hideki Matsuyama,Hideki Matsuyama,Cameron Smith,Sergio Garcia,Jon Rahm,Easy,1,Events
424,Golf,What is the green in golf,Area around the hole with short grass,Area around the hole with short grass,A tee shot that goes directly into the hole,First shot on a hole from tee box,About 4 to 5 hours,Easy,1,Rules
425,Golf,Who has won the most US Opens,Willie Anderson Ben Hogan Bobby Jones and others tied historically,Tiger Woods and Jack Nicklaus tied at 6 for most era comparisons vary,Scottie Scheffler era leader varies,Willie Anderson Ben Hogan Bobby Jones and others tied historically,Jack Nicklaus and Walter Hagen tied historically,Hard,3,Records
426,Golf,What is a slice,A shot that curves sharply right for right handed players,Scoring by holes won instead of total strokes,A tee shot that goes directly into the hole,Two strokes over par,A shot that curves sharply right for right handed players,Easy,1,Rules
427,Golf,Who won the 2020 Masters Tournament,Dustin Johnson,Augusta National Golf Club,Danny Willett,Tiger Woods,Dustin Johnson,Easy,1,Events
428,Golf,What is a drive,First shot on a hole from tee box,First shot on a hole from tee box,Starting area for each hole,A person who carries a golfers bag and assists,A tee shot that goes directly into the hole,Easy,1,Rules
429,Golf,Who is known as The Shark,Greg Norman,Greg Norman,Craig Stadler,Phil Mickelson,Jack Nicklaus,Easy,1,Nicknames
430,Golf,What is a handicap in golf,Number used to measure skill level,One stroke over par,Expected number of strokes for a hole,Number used to measure skill level,A shot that curves sharply right for right handed players,Easy,1,Rules
431,Golf,Who won the 2019 Masters Tournament,Tiger Woods,Jordan Spieth,Augusta National Golf Club,Tiger Woods,Brooks Koepka,Easy,1,Events
432,Golf,What is a bunker,Sand filled hazard,A person who carries a golfers bag and assists,A shot that curves left for right handed players,Two strokes under par,Sand filled hazard,Easy,1,Rules
433,Golf,Who has the longest recorded drive in PGA history,Michael Hoke Austin - 515 yards,Jack Nicklaus and Walter Hagen tied historically,Michael Hoke Austin - 515 yards,PGA leader varies Rory McIlroy or others context dependent,Seve Ballesteros or Lee Westwood depending on era context,Hard,3,Records
434,Golf,What is a fade,A controlled left to right shot,A controlled left to right shot,Reduction of field after certain rounds,Sand filled hazard,About 4 to 5 hours,Easy,1,Rules
435,Golf,Who won the 2018 PGA Championship,Brooks Koepka,Brooks Koepka,Dustin Johnson,Augusta National Golf Club,Masters PGA Championship US Open The Open Championship,Easy,1,Events
436,Golf,What is a hook,A shot that curves left for right handed players,One stroke over par,A shot that curves left for right handed players,A shot that curves sharply right for right handed players,Number used to measure skill level,Easy,1,Rules
437,Golf,Who is known as The Big Easy,Ernie Els,Ernie Els,Jack Nicklaus,Phil Mickelson,Craig Stadler,Easy,1,Nicknames
438,Golf,What is match play,Scoring by holes won instead of total strokes,Scoring by holes won instead of total strokes,A tee shot that goes directly into the hole,A person who carries a golfers bag and assists,Starting area for each hole,Medium,2,Rules
439,Golf,Who won the 2017 Masters Tournament,Sergio Garcia,United Kingdom,Sergio Garcia,Hideki Matsuyama,Cameron Smith,Easy,1,Events
440,Golf,What is stroke play,Total number of strokes determines winner,Two strokes over par,Scoring by holes won instead of total strokes,A shot that curves sharply right for right handed players,Total number of strokes determines winner,Medium,2,Rules
441,Golf,Who has the most career European Tour wins,Seve Ballesteros or Lee Westwood depending on era context,Scottie Scheffler era leader varies,Seve Ballesteros or Lee Westwood depending on era context,Jack Nicklaus and Walter Hagen tied historically,Sam Snead - 82,Hard,3,Records
442,Golf,What is a mulligan,Practice shot not counted in official play,About 4 to 5 hours,Practice shot not counted in official play,Greg Norman,Stanford,Easy,1,Quirky
443,Golf,Who won the 2016 Masters Tournament,Danny Willett,Danny Willett,Augusta National Golf Club,Cameron Smith,Hideki Matsuyama,Easy,1,Events
444,Golf,What is the tee box,Starting area for each hole,About 4 to 5 hours,Sand filled hazard,Two strokes under par,Starting area for each hole,Easy,1,Rules
445,Golf,Who is known as The Walrus,Craig Stadler,Greg Norman,Craig Stadler,Ernie Els,Stanford,Easy,1,Nicknames
446,Golf,What is a scratch golfer,A golfer with zero handicap,Expected number of strokes for a hole,A tee shot that goes directly into the hole,A golfer with zero handicap,Sand filled hazard,Easy,1,Rules
447,Golf,Who won the 2015 Masters Tournament,Jordan Spieth,Hideki Matsuyama,Masters PGA Championship US Open The Open Championship,Jordan Spieth,Tiger Woods,Easy,1,Events
448,Golf,What is the cut in golf tournaments,Reduction of field after certain rounds,Reduction of field after certain rounds,One stroke over par,First shot on a hole from tee box,A person who carries a golfers bag and assists,Medium,2,Rules
449,College Football,Which school has won the most national championships,Alabama Crimson Tide - 18,Howard Griffith era records vary,Case Keenum - 155,Corey Davis college record era varies,Alabama Crimson Tide - 18,Easy,1,Records
450,College Football,Who won the first College Football Playoff National Championship,Ohio State,Alabama,Ohio State,Georgia Bulldogs,Clemson,Easy,1,Championships
451,College Football,What trophy is awarded to the best college player,Heisman Trophy,Heisman Trophy,Joe Burrow,Jayden Daniels,Ohio State USC Oklahoma tied historically,Easy,1,Awards
452,College Football,Who won the 2023 College Football Playoff National Championship,Georgia Bulldogs,Georgia Bulldogs,Clemson,Ohio State,Alabama,Easy,1,Championships
453,College Football,Which team is known as the Fighting Irish,Notre Dame,Alabama,Texas,Notre Dame,Kentucky,Easy,1,Nicknames
454,College Football,Who is the all time passing yards leader in NCAA history,BJ Symons - 5800+ single season record era leader case varies,Corey Davis college record era varies,Alabama Crimson Tide - 18,Howard Griffith era records vary,BJ Symons - 5800+ single season record era leader case varies,Hard,3,Records
455,College Football,What conference is Alabama in,SEC,SEC,Tennessee,Ohio State USC Oklahoma tied historically,BJ Symons - 5800+ single season record era leader case varies,Easy,1,Conferences
456,College Football,Which player won the 2023 Heisman Trophy,Jayden Daniels,Jayden Daniels,Heisman Trophy,Joe Burrow,Ohio State USC Oklahoma tied historically,Easy,1,Awards
457,College Football,What is the length of a college football field,100 yards,100 yards,Postseason college football game,2 points,A player who sits out a season to extend eligibility,Easy,1,Rules
458,College Football,Which team is known as The Buckeyes,Ohio State,Ohio State,Miami Hurricanes,Texas A&M,Oregon,Easy,1,Nicknames
459,College Football,Who won the 2022 CFP National Championship,Georgia Bulldogs,Georgia Bulldogs,Alabama,Clemson,Ohio State,Easy,1,Championships
460,College Football,What does NCAA stand for,National Collegiate Athletic Association,Play after touchdown worth 2 points,SEC,Georgia Bulldogs,National Collegiate Athletic Association,Easy,1,Organizations
461,College Football,Which school is known as the Longhorns,Texas,Notre Dame,Tennessee,Texas,Kentucky,Easy,1,Nicknames
462,College Football,Who has the most Heisman Trophy wins by a school,Ohio State USC Oklahoma tied historically,Heisman Trophy,Jayden Daniels,Joe Burrow,Ohio State USC Oklahoma tied historically,Medium,2,Awards
463,College Football,What is a touchdown worth,6 points,100 yards,A player who sits out a season to extend eligibility,Play after touchdown worth 2 points,6 points,Easy,1,Rules
464,College Football,Which team plays in the Big House,Michigan Wolverines,Alabama,Miami Hurricanes,Ohio State,Michigan Wolverines,Easy,1,Stadiums
465,College Football,Who won the 2019 CFP National Championship,Clemson,Alabama,Florida State,Alabama,Clemson,Easy,1,Championships
466,College Football,Which quarterback won the Heisman in 2019,Joe Burrow,Heisman Trophy,Joe Burrow,Ohio State USC Oklahoma tied historically,Jayden Daniels,Easy,1,Awards
467,College Football,What is overtime in college football,Alternating possessions from opponent 25 yard line,6 points,Alternating possessions from opponent 25 yard line,100 yards,3 points,Medium,2,Rules
468,College Football,Which school is known as the Crimson Tide,Alabama,USC,Alabama,Texas A&M,Florida State,Easy,1,Nicknames
469,College Football,Who holds the record for most career rushing yards in NCAA,FBS record Ron Dayne 6900+,Howard Griffith era records vary,FBS record Ron Dayne 6900+,Joe Paterno - 409,Corey Davis college record era varies,Hard,3,Records
470,College Football,Which team is known as the Trojans,USC,Ohio State,Notre Dame,USC,Tennessee,Easy,1,Nicknames
471,College Football,What is a safety worth,2 points,2 points,6 points,Postseason college football game,A player who sits out a season to extend eligibility,Easy,1,Rules
472,College Football,Who won the 2018 CFP National Championship,Alabama,Ohio State,Clemson,Alabama,Clemson,Easy,1,Championships
473,College Football,Which conference is Ohio State in,Big Ten,Big Ten,Tennessee,SEC,Florida State,Easy,1,Conferences
474,College Football,Who is known as The U,Miami Hurricanes,Miami Hurricanes,Texas,Texas A&M,USC,Easy,1,Nicknames
475,College Football,What is a redshirt player,A player who sits out a season to extend eligibility,6 points,A player who sits out a season to extend eligibility,100 yards,Postseason college football game,Medium,2,Rules
476,College Football,Who won the 2017 CFP National Championship,Clemson,Alabama,Alabama,Alabama,Clemson,Easy,1,Championships
477,College Football,Which school is known for the 12th Man,Texas A&M,Wisconsin,Texas,USC,Texas A&M,Easy,1,Nicknames
478,College Football,Who has the most career passing touchdowns in NCAA history,Case Keenum - 155,Howard Griffith era records vary,Case Keenum - 155,Alabama Crimson Tide - 18,BJ Symons - 5800+ single season record era leader case varies,Hard,3,Records
479,College Football,What is a bowl game,Postseason college football game,Play after touchdown worth 2 points,6 points,100 yards,Postseason college football game,Easy,1,Rules
480,College Football,Who won the 2016 CFP National Championship,Alabama,Ohio State,Georgia Bulldogs,Alabama,Georgia Bulldogs,Easy,1,Championships
481,College Football,Which team is known as the Sooners,Oklahoma,Oregon,Texas A&M,Ohio State,Oklahoma,Easy,1,Nicknames
482,College Football,Who is the all time NCAA receiving yards leader,Corey Davis college record era varies,Corey Davis college record era varies,Joe Paterno - 409,Case Keenum - 155,Howard Griffith era records vary,Hard,3,Records
483,College Football,What is a field goal worth,3 points,3 points,Interception returned for touchdown,A player who sits out a season to extend eligibility,2 points,Easy,1,Rules
484,College Football,Which school is known as the Ducks,Oregon,Florida State,Oregon,Alabama,Wisconsin,Easy,1,Nicknames
485,College Football,Who won the 2015 CFP National Championship,Ohio State,Georgia Bulldogs,Alabama,Clemson,Ohio State,Easy,1,Championships
486,College Football,What is a Hail Mary pass,Long desperation pass at end of half or game,Alabama,Georgia Bulldogs,A player who sits out a season to extend eligibility,Long desperation pass at end of half or game,Easy,1,Quirky
487,College Football,Which team is known as the Seminoles,Florida State,Texas,Miami Hurricanes,Alabama,Florida State,Easy,1,Nicknames
488,College Football,Who has the most career wins as a college coach,Joe Paterno - 409,Joe Paterno - 409,BJ Symons - 5800+ single season record era leader case varies,Case Keenum - 155,FBS record Ron Dayne 6900+,Medium,2,Records
489,College Football,What is targeting in football,Illegal helmet to helmet contact,3 points,Play after touchdown worth 2 points,2 points,Illegal helmet to helmet contact,Medium,2,Rules
490,College Football,Who won the 2014 CFP National Championship,Ohio State,Clemson,Ohio State,Georgia Bulldogs,Georgia Bulldogs,Easy,1,Championships
491,College Football,Which school is known as the Volunteers,Tennessee,Miami Hurricanes,Florida State,Kentucky,Tennessee,Easy,1,Nicknames
492,College Football,Who holds the record for most points in a college game,Howard Griffith era records vary,Howard Griffith era records vary,Corey Davis college record era varies,Case Keenum - 155,Joe Paterno - 409,Hard,3,Records
493,College Football,What is a two point conversion,Play after touchdown worth 2 points,Postseason college football game,2 points,3 points,Play after touchdown worth 2 points,Easy,1,Rules
494,College Football,Which team is known as the Badgers,Wisconsin,Texas,Kentucky,Wisconsin,Texas A&M,Easy,1,Nicknames
495,College Football,Who won the 2013 BCS National Championship,Florida State,Florida State,Ohio State,Ohio State,Georgia Bulldogs,Easy,1,Championships
496,College Football,What is the AP Poll,Weekly ranking of top college teams,Howard Griffith era records vary,Weekly ranking of top college teams,Jayden Daniels,Ohio State,Medium,2,Organizations
497,College Football,Which school is known as the Wildcats,Kentucky,USC,Wisconsin,Oklahoma,Kentucky,Easy,1,Nicknames
498,College Football,Who won the 2012 BCS National Championship,Alabama,Clemson,Ohio State,Ohio State,Alabama,Easy,1,Championships
499,College Football,What is a pick six,Interception returned for touchdown,6 points,Interception returned for touchdown,3 points,2 points,Easy,1,Rules
500,College Basketball,Which school has won the most NCAA men's championships,UCLA - 11,UCLA - 11,John Wooden - UCLA era dominance,North Carolina - 21,Pete Maravich - 3667,Easy,1,Records
501,College Basketball,Who won the 2023 NCAA Men's Championship,UConn Huskies,Virginia Cavaliers,Virginia Cavaliers,Duke Blue Devils,UConn Huskies,Easy,1,Championships
502,College Basketball,Who is the all time leading scorer in NCAA Division I men's basketball,Pete Maravich - 3667,Pete Maravich - 3667,UCLA - 11,Kansas Jayhawks,Ed Cota era leader UNC,Easy,1,Records
503,College Basketball,What tournament determines the NCAA champion,March Madness,UConn Huskies,Kansas Jayhawks,South Carolina Gamecocks,March Madness,Easy,1,Events
504,College Basketball,Which team is known as the Blue Devils,Duke,Zion Williamson,Kentucky,Pete Maravich,Duke,Easy,1,Nicknames
505,College Basketball,Who won the 2022 NCAA Men's Championship,Kansas Jayhawks,Virginia Cavaliers,Virginia Cavaliers,Duke Blue Devils,Kansas Jayhawks,Easy,1,Championships
506,College Basketball,How long is the shot clock in college basketball,30 seconds,30 seconds,Double digits in two statistical categories,Extra period after tie game,Player leaving for NBA after one year,Easy,1,Rules
507,College Basketball,Which player is known as Zion,Zion Williamson,Zion Williamson,Kentucky,K Mike Krzyzewski,Michigan State,Easy,1,Nicknames
508,College Basketball,Who has the most NCAA tournament wins as a coach,John Wooden - UCLA era dominance,North Carolina - 21,John Wooden - UCLA era dominance,Kemba Walker era leader context varies,UCLA - 11,Medium,2,Records
509,College Basketball,Which school is known as the Tar Heels,North Carolina,Duke,Arkansas,Zion Williamson,North Carolina,Easy,1,Nicknames
510,College Basketball,Who won the 2018 NCAA Men's Championship,Virginia Cavaliers,UConn Huskies,Kansas Jayhawks,Virginia Cavaliers,Duke Blue Devils,Easy,1,Championships
511,College Basketball,What is a double double,Double digits in two statistical categories,3 points,Double digits in two statistical categories,30 seconds,Unsportsmanlike conduct penalty,Easy,1,Rules
512,College Basketball,Which player hit The Shot for North Carolina,Michael Jordan,Michigan State,Indiana,Ed Cota era leader UNC,Michael Jordan,Easy,1,Legends
513,College Basketball,Who is the all time NCAA women's scoring leader,Kelsey Plum - 3527,UCLA - 11,Pat Summitt - 8,Kansas Jayhawks,Kelsey Plum - 3527,Medium,2,Records
514,College Basketball,Which school is known as the Wildcats,Kentucky,Duke,Pete Maravich,Indiana,Kentucky,Easy,1,Nicknames
